date,symbol,adv,dec,open,high,low,close,qty,trades,new_high,new_low,fiiIdxFutlong,fiiIdxFutshort,fiiIdxCElong,fiiIdxCEshort,fiiIdxPElong,fiiIdxPEshort,fiiStkFutlong,fiiStkFutshort,fiiStkCElong,fiiStkCEshort,fiiStkPElong,fiiStkPEshort,diiIdxFutlong,diiIdxFutshort,diiIdxCElong,diiIdxCEshort,diiIdxPElong,diiIdxPEshort,diiStkFutlong,diiStkFutshort,diiStkCElong,diiStkCEshort,diiStkPElong,diiStkPEshort,propIdxFutlong,propIdxFutshort,propIdxCElong,propIdxCEshort,propIdxPElong,propIdxPEshort,propStkFutlong,propStkFutshort,propStkCElong,propStkCEshort,propStkPElong,propStkPEshort
20211013T,Nifty 50,1062,987,18097.85,18197.8,18050.75,18161.75,41739.96,28505288.0,83,17,88346,50899,426657,264785,527177,359745,771802,679629,84559,129335,85542,71380,6926,81198,401.0,0,81543,0,45491,1339402.0,0,82126,0,0,18523,46244,593186.0,581206.0,657273.0,767059.0,297581.0,94026.0,218834,473152,295066,152462
20211014T,Nifty 50,1017,1044,18272.85,18350.75,18248.7,18338.55,34624.53,28879492.0,86,21,99875,48154,328115,169414,451819,284523,775483,690571,93321,141330,91188,76347,5666,81558,401.0,0,82693,0,46990,1334042.0,0,82720,0,0,14888,41973,317709.0,291239.0,340812.0,382073.0,291257.0,100226.0,226362,486921,300108,157655
20211018T,Nifty 50,1059,1040,18500.1,18543.15,18445.3,18477.05,48700.89,32015487.0,116,23,94942,48967,363960,228974,512780,339506,778436,708829,99041,149588,97107,78424,5667,80589,401.0,0,86863,0,49749,1325130.0,0,82665,0,0,16094,41599,454398.0,500602.0,547647.0,620319.0,293132.0,106315.0,234226,504534,304824,168666
20211019T,Nifty 50,459,1617,18602.35,18604.45,18377.7,18418.75,40359.72,32350359.0,94,30,117364,52289,408279,290822,542155,344875,774123,729722,100601,152793,101469,78896,5520,83279,401.0,0,83757,0,49283,1310408.0,0,83931,0,0,31853,36928,516111.0,648035.0,584030.0,612363.0,290882.0,112113.0,238966,511240,315478,170900
20211020T,Nifty 50,415,1636,18439.9,18458.3,18209.35,18266.6,33229.33,30893878.0,35,26,116602,54760,406647,318082,544096,332856,764755,744542,97977,157150,103572,75314,8535,84392,401.0,0,80723,0,49482,1321320.0,0,92950,0,0,32686,31420,558834.0,755705.0,543968.0,546715.0,289374.0,110672.0,232983,523348,317070,163759
20211021T,Nifty 50,920,1116,18382.7,18384.2,18048.0,18178.1,31386.03,27008676.0,31,26,106146,61375,331840,226580,488165,245498,757056,754566,97906,162229,105838,75566,8530,85899,401.0,0,77118,0,46524,1329624.0,0,94000,0,0,37678,27766,378768.0,469553.0,332344.0,313754.0,296483.0,113726.0,229508,530257,316277,161655
20211022T,Nifty 50,715,1311,18230.7,18314.25,18034.35,18114.9,33138.41,26833614.0,30,22,98870,60877,411980,334572,556771,299060,758655,765676,96240,162278,102334,72342,8087,87599,401.0,0,68935,0,46360,1332829.0,0,93847,0,0,44691,24956,506064.0,651657.0,439932.0,411158.0,301396.0,119768.0,232850,544202,318222,165512
20211025T,Nifty 50,538,1531,18229.5,18241.4,17968.5,18125.4,30439.41,27396286.0,38,34,99101,69397,424093,334083,576042,318470,769521,775430,96725,155840,97679,75307,8087,88339,401.0,0,64190,0,49820,1338273.0,0,92156,0,0,52431,23048,517803.0,708983.0,469993.0,505088.0,296669.0,122300.0,231082,542233,306711,166983
20211026T,Nifty 50,1530,514,18154.5,18310.45,18099.3,18268.4,29237.0,24274659.0,38,21,98504,72390,418604,319394,599054,348694,748756,753015,94786,148684,93563,78583,8087,89527,401.0,0,64190,0,50437,1347373.0,0,93110,0,0,48399,23854,544290.0,653582.0,493122.0,545847.0,296316.0,128988.0,236332,519911,303779,176131
20211027T,Nifty 50,1039,991,18295.85,18342.05,18167.9,18210.95,24566.92,22758768.0,39,14,94602,95521,482951,395995,632058,356451,733801,754627,87119,128913,85888,69251,8087,90728,401.0,0,64790,0,50716,1346895.0,0,92600,0,0,61219,28669,557825.0,831877.0,519516.0,513821.0,296652.0,130787.0,248476,495524,312326,183291
20211028T,Nifty 50,433,1628,18187.65,18190.7,17799.45,17857.25,29322.08,26219092.0,31,22,79356,68956,226445,196540,376276,173540,680137,731379,26552,47393,28562,21420,6771,90146,401.0,0,36734,0,37776,1311387.0,0,711,0,0,48232,20398,348693.0,488983.0,328808.0,254778.0,248478.0,61316.0,72271,271235,169117,55397
20211029T,Nifty 50,802,1209,17833.05,17915.85,17613.1,17671.65,28937.34,27564754.0,29,29,88598,70686,334534,304704,429264,215105,832409,866768,39215,67255,43737,31937,6771,90146,401.0,0,37014,0,42329,1581666.0,0,10547,0,0,51168,20899,562864.0,750985.0,462433.0,378080.0,306146.0,75718.0,107012,377246,216321,77923
20211101T,Nifty 50,1398,646,17783.15,17954.1,17697.1,17929.65,23844.26,22553008.0,38,18,89904,71358,383852,311623,469209,260607,836070,870588,43990,77603,45629,41005,6017,90146,401.0,0,41014,0,42589,1595759.0,0,17753,0,0,52957,21027,657864.0,738924.0,585945.0,531993.0,311306.0,81757.0,127485,399764,224395,89224
20211102T,Nifty 50,1300,734,17970.9,18012.25,17847.6,17888.95,22711.27,22225650.0,48,8,77353,75600,398460,352084,490698,264937,829712,868987,49494,87517,51159,45736,5668,90226,401.0,0,43014,0,43165,1594336.0,0,29205,0,0,45526,19316,659110.0,854783.0,570633.0,520878.0,321723.0,82964.0,143169,436486,247507,100034
20211103T,Nifty 50,882,1140,17947.95,17988.75,17757.95,17829.2,21041.62,20466192.0,54,14,82546,74717,234956,178661,393951,175629,838255,888936,54927,95928,55681,47574,5666,91228,401.0,0,43014,0,42355,1594921.0,0,42807,0,0,42465,18493,331689.0,425524.0,335843.0,276922.0,329628.0,83300.0,153411,456675,261147,108607
20211104T,Nifty 50,1698,266,17935.05,17947.55,17900.6,17916.8,5702.35,6535787.0,52,9,82714,74803,246612,195199,411991,206445,840832,892611,55658,96441,56560,48512,5666,91210,401.0,0,43014,0,42355,1594921.0,0,42807,0,0,46319,19651,413347.0,482134.0,448497.0,378962.0,328690.0,79593.0,154821,452005,257676,110205
20211108T,Nifty 50,1120,964,18040.2,18087.8,17836.1,18068.55,23529.23,23724780.0,70,12,97016,64182,373058,291813,467144,245979,842471,914459,59911,97997,60275,52877,5666,91180,401.0,0,43014,0,43776,1606012.0,0,51840,0,0,40284,23441,586813.0,637444.0,557526.0,504271.0,329945.0,91722.0,168214,443621,257080,122105
20211109T,Nifty 50,1197,828,18084.35,18112.6,17983.05,18044.25,26583.42,22165651.0,56,6,75629,71398,382429,313096,474251,219004,837094,916912,64506,106701,64552,54760,5635,91180,401.0,0,43014,0,44057,1608374.0,0,71648,0,0,47117,21917,651915.0,772573.0,584567.0,496413.0,341375.0,97594.0,182984,480373,275529,129342
20211110T,Nifty 50,986,1043,17973.45,18061.25,17915.0,18017.2,25574.34,22641777.0,56,10,74244,75831,392686,339749,517614,248036,839245,934461,68896,113026,68890,58586,13429,91202,401.0,0,43014,0,44611,1602544.0,0,83032,0,0,36651,21558,664019.0,827138.0,589244.0,488287.0,351811.0,97208.0,191783,512051,293672,139582
20211111T,Nifty 50,794,1268,17967.45,17971.35,17798.2,17873.6,21579.17,20839522.0,65,10,80979,80304,286424,238904,446745,180725,841205,943475,70696,120236,71638,59115,13429,90228,401.0,0,43014,0,44446,1597005.0,0,90817,0,0,35529,22450,380463.0,463126.0,362036.0,295631.0,364286.0,95682.0,193413,543503,314533,143271
20211112T,Nifty 50,975,1056,17977.6,18123.0,17905.9,18102.75,22993.37,20819694.0,69,9,95292,71260,411365,311828,497266,249729,850384,944490,73719,120505,70672,62261,13429,90212,401.0,0,43014,0,46397,1600908.0,0,93468,0,0,28130,22157,547554.0,553726.0,523149.0,471325.0,352706.0,101476.0,208472,528453,302486,152998
20211115T,Nifty 50,721,1379,18140.95,18210.15,18071.3,18109.45,21506.27,21596606.0,70,17,94579,73698,435122,338513,516868,248568,854859,950962,75615,125609,73692,64212,13429,90212,401.0,0,48014,0,50563,1602169.0,0,101642,0,0,36293,20693,615699.0,775389.0,552091.0,519362.0,349694.0,108379.0,216157,534414,301805,161109
20211116T,Nifty 50,934,1124,18127.05,18132.65,17958.8,17999.2,21767.05,22411881.0,55,18,90415,75764,442842,382681,529079,246067,865136,962591,77477,128737,74371,64762,13429,88236,401.0,0,48014,0,54409,1602236.0,0,102126,0,0,41075,23852,645060.0,857782.0,588875.0,493397.0,352131.0,114620.0,216517,538016,306645,163131
20211117T,Nifty 50,792,1259,17939.35,18022.65,17879.25,17898.65,19423.98,21680323.0,57,17,93248,77390,455554,400706,537884,269524,871125,970238,80436,129692,76320,66337,13429,87301,401.0,0,53014,0,55086,1599067.0,0,102245,0,0,37803,22934,697839.0,946210.0,599452.0,509278.0,353013.0,119592.0,214484,537824,303803,165520
20211123T,Nifty 50,1548,495,17281.75,17553.7,17216.1,17503.35,27600.21,24163614.0,29,33,105000,86479,518259,386501,590037,284019,898267,937714,81021,118747,71716,59529,13429,86875,401.0,0,38235,0,57994,1612044.0,0,101423,0,0,43016,24029,538267.0,737227.0,457147.0,498583.0,348641.0,121933.0,213400,503018,286829,157556
20211124T,Nifty 50,1175,866,17550.05,17600.6,17354.0,17415.05,26995.82,22811906.0,40,13,114794,98185,519697,382584,596728,298296,885354,912002,75071,110619,70075,57763,13429,86861,401.0,0,45337,0,59214,1622685.0,0,101525,0,0,44940,22654,610517.0,847963.0,519119.0,552419.0,347828.0,115773.0,222999,470865,295948,159522
20211125T,Nifty 50,1273,763,17417.3,17564.35,17351.7,17536.25,25708.74,21108828.0,59,15,119675,52199,271450,147840,443943,183617,868300,845435,25225,39138,28095,21440,14779,86849,401.0,0,45591,0,45313,1615170.0,0,671,0,0,24683,19810,285714.0,327317.0,317624.0,298901.0,272914.0,66950.0,73516,220049,146396,52870
20211126T,Nifty 50,428,1657,17338.75,17355.4,16985.7,17026.45,32388.8,30917361.0,56,23,98247,68148,357485,286610,514588,208970,906290,867598,34839,55760,35838,32806,14779,86498,401.0,0,45723,0,43428,1624963.0,0,5509,0,0,41084,22344,521049.0,699503.0,412448.0,358584.0,288782.0,68724.0,100574,289705,207656,75902
20211129T,Nifty 50,441,1656,17055.8,17160.7,16782.4,17053.95,31546.12,28742146.0,44,62,115225,60135,347147,267302,503267,252238,928735,873903,39039,60572,40541,35453,17372,86629,401.0,0,42623,0,44511,1647523.0,0,7916,0,0,31006,19934,661835.0,778370.0,489416.0,475708.0,283821.0,68193.0,113992,298627,212543,85424
20211130T,Nifty 50,1164,893,17051.15,17324.65,16931.4,16983.2,35669.12,29329655.0,32,34,126715,52960,389986,303658,535905,295267,969560,861054,40387,63518,43423,36018,17643,86729,401.0,0,43481,0,42349,1693449.0,0,9901,0,0,32004,22675,620973.0,768185.0,538278.0,492318.0,283362.0,71436.0,126495,310449,221445,92148
20211201T,Nifty 50,1206,850,17104.4,17213.05,17064.25,17166.9,27860.78,21511391.0,40,16,133624,49180,479736,364649,610977,388322,992556,857772,44417,65060,43000,36627,17828,86754,401.0,0,51566,0,43060,1713005.0,0,16031,0,0,30852,25096,707323.0,768796.0,664419.0,695941.0,279238.0,72847.0,136502,311064,226745,101678
20211202T,Nifty 50,1439,627,17183.2,17420.35,17149.3,17401.65,26550.59,20796179.0,44,7,135245,48946,314153,176879,505808,268503,1000283,861541,47646,65589,45029,38684,17654,86734,401.0,0,58004,0,43876,1714632.0,0,20184,0,0,31136,22788,355639.0,362946.0,403117.0,430915.0,279297.0,75161.0,146040,310109,225174,107968
20211203T,Nifty 50,1088,974,17424.9,17489.8,17180.8,17196.7,32297.54,21309538.0,40,7,114465,55054,371513,272506,548342,272595,990535,833679,48922,69530,47270,39100,17855,88117,588.0,0,54110,0,43616,1716818.0,0,23801,0,0,24141,25447,570244.0,669092.0,476197.0,426603.0,286881.0,80417.0,145178,339565,239681,110857
20211206T,Nifty 50,650,1439,17209.05,17216.75,16891.7,16912.25,37130.89,19666022.0,44,15,108307,62453,465202,368930,592765,275969,983584,841263,46997,73287,49436,38658,18841,89720,588.0,0,47749,0,43725,1716071.0,0,28521,0,0,27369,24829,674827.0,912592.0,532326.0,483394.0,297502.0,79154.0,141227,368671,256702,112275
20211207T,Nifty 50,1544,511,17044.1,17251.65,16987.75,17176.7,28085.63,19106899.0,41,9,123253,51030,494352,337118,612648,329464,993499,830323,51544,72014,49642,39647,18345,89720,588.0,0,53749,0,43486,1720595.0,0,40104,0,0,25677,30183,668730.0,752920.0,614918.0,672870.0,286603.0,82159.0,151957,353741,246849,116310
20211208T,Nifty 50,1550,534,17315.25,17484.6,17308.95,17469.75,27355.56,20378825.0,46,11,126249,47346,481436,366169,619520,376174,989330,818455,56754,74251,49128,42384,19975,86268,588.0,0,57900,0,43511,1714931.0,0,45269,0,0,22942,33196,723282.0,720721.0,722281.0,874968.0,280294.0,85387.0,168324,343955,239008,128841
20211210T,Nifty 50,1282,783,17476.05,17534.35,17405.25,17511.3,37654.99,19568876.0,58,9,109437,53608,356615,236571,552617,275750,971276,812370,60214,80627,55043,46116,18697,86268,588.0,0,55880,0,43487,1715382.0,0,51531,0,0,18895,36313,465094.0,488121.0,494981.0,514643.0,300516.0,99788.0,186508,395524,257821,148667
20211213T,Nifty 50,1035,1083,17619.1,17639.5,17355.95,17368.25,33433.67,21555410.0,69,11,108191,62933,457508,350527,596453,292769,953134,825429,64803,88996,57062,47617,18640,86280,588.0,0,58329,0,43860,1710629.0,0,56295,0,0,21382,32236,678752.0,847273.0,559931.0,545538.0,315019.0,103609.0,187919,438237,275699,153261
20211214T,Nifty 50,995,1101,17283.2,17376.2,17225.8,17324.9,27540.84,20569762.0,68,16,104561,78421,448923,382529,629968,322009,943160,843590,66091,92403,59795,48777,17416,85286,588.0,0,59329,0,43236,1700475.0,0,63480,0,0,25070,38289,703715.0,886955.0,583545.0,568207.0,325429.0,102369.0,190811,462815,287069,155231
20211215T,Nifty 50,844,1229,17323.65,17351.2,17192.2,17221.4,24396.94,19651187.0,68,13,101793,80360,509922,399990,666661,318336,929488,855104,69297,97235,62227,49718,16373,84608,588.0,0,59349,0,42386,1697017.0,0,66164,0,0,25822,33570,795453.0,1027306.0,673759.0,612367.0,337170.0,102204.0,192561,494006,302796,156082
20211216T,Nifty 50,709,1354,17373.0,17379.35,17184.95,17248.4,28299.45,19536516.0,67,13,101763,70868,382268,264063,559041,234381,915410,848630,70421,100344,64010,50582,15200,85874,588.0,0,58422,0,42086,1702949.0,0,68232,0,0,22338,28339,415298.0,551980.0,377055.0,364844.0,338855.0,107084.0,195312,494294,303422,159664
20211217T,Nifty 50,437,1671,17276.0,17298.15,16966.45,16985.2,31217.67,23524147.0,50,26,99901,74317,460274,385377,663241,349348,909362,839006,69594,105726,65847,52925,15200,85446,819.0,0,52232,0,45201,1686440.0,0,73702,0,0,32718,27454,657841.0,863041.0,522739.0,460540.0,335091.0,111077.0,199816,510700,309150,161275
20211220T,Nifty 50,245,1893,16824.25,16840.1,16410.2,16614.2,31483.06,26666998.0,33,60,89318,77743,518554,443017,698207,392487,915474,834252,68416,112302,67487,54829,15645,77849,819.0,0,42170,0,45729,1686098.0,0,74676,0,0,45778,22906,781533.0,1087427.0,549548.0,538083.0,332647.0,99709.0,194083,507969,303088,153513
20211221T,Nifty 50,1480,610,16773.15,16936.4,16688.25,16770.85,26232.62,19916134.0,39,22,98975,51173,502872,395102,652918,354343,937032,821414,66689,108384,67922,56195,15645,76629,819.0,0,43784,0,47455,1687719.0,0,75792,0,0,37114,23187,692817.0,919211.0,597360.0,594662.0,320473.0,106065.0,198769,494481,293744,164889
20211222T,Nifty 50,1572,513,16865.55,16971.0,16819.5,16955.45,23641.39,17465381.0,47,12,94213,55806,476869,371846,651754,377221,943356,796638,67345,106375,69219,58624,15645,77257,819.0,0,46305,0,48581,1690422.0,0,75792,0,0,31529,26514,748655.0,903567.0,665250.0,749930.0,315449.0,115280.0,208563,474931,286260,177812
20211223T,Nifty 50,1363,720,17066.8,17118.65,17015.55,17072.6,23348.57,17229892.0,59,9,104489,54600,402362,246865,546004,225425,950343,779941,67313,104742,68885,60693,15058,75803,819.0,0,50305,0,49196,1688533.0,0,79754,0,0,26348,31611,339530.0,482851.0,331603.0,378272.0,315901.0,122718.0,217255,474283,286557,187381
20211224T,Nifty 50,731,1347,17149.5,17155.6,16909.6,17003.75,23360.72,15653445.0,56,17,104203,53486,377753,253419,548826,257393,946178,771765,68314,101943,68899,59417,14638,75763,819.0,0,58305,0,49010,1686321.0,0,80419,0,0,28105,30302,486789.0,602975.0,425604.0,447493.0,319497.0,129722.0,221226,471146,287425,185981
20211227T,Nifty 50,1204,919,16937.75,17112.05,16833.2,17086.25,23539.26,16104787.0,72,24,103502,52121,488085,283438,628974,330250,954742,773475,72059,101473,71367,62091,14711,74663,819.0,0,77564,0,50825,1694377.0,0,81802,0,0,29196,40904,546376.0,644258.0,643471.0,773789.0,325325.0,140225.0,229248,456618,289384,197853
20211228T,Nifty 50,1612,472,17177.6,17250.25,17161.15,17233.25,24036.91,16718956.0,81,8,105468,54463,535638,325832,638375,331174,956314,763743,73942,103671,71963,67334,14711,74981,819.0,0,79564,0,53190,1691478.0,0,81404,0,0,28658,41040,541405.0,671084.0,646784.0,799019.0,318489.0,144832.0,243606,435969,291824,211893
20211229T,Nifty 50,1143,963,17220.1,17285.95,17176.65,17213.6,29489.69,16882934.0,84,10,112319,63201,610823,390146,661854,314807,950835,763160,75632,101997,71791,67953,14320,75325,819.0,0,83464,0,53927,1696546.0,0,81052,0,0,28598,40074,638381.0,872279.0,648732.0,774521.0,319804.0,140351.0,255128,426520,306190,212232
20211230T,Nifty 50,963,1142,17201.45,17264.05,17146.35,17203.95,28130.05,18377921.0,77,7,111504,57225,220082,106792,276554,140137,910758,719847,28703,35995,31467,23034,14274,73011,819.0,0,64363,0,37167,1675856.0,0,0,0,0,23506,24384,320821.0,346348.0,331709.0,327885.0,247719.0,65688.0,70263,185549,141684,53161
20211231T,Nifty 50,1522,595,17244.5,17400.8,17238.5,17354.05,29220.74,17859383.0,81,5,122392,57944,238980,140223,313560,197688,921474,713193,36912,50673,40080,32392,14824,71232,819.0,0,72538,0,37367,1693256.0,0,12523,0,0,22764,35733,442443.0,436138.0,505935.0,524557.0,252876.0,74441.0,101627,215356,158714,78146
20220104T,Nifty 50,1115,1013,17681.4,17827.6,17593.55,17805.25,39919.62,22302162.0,134,12,127794,48156,296478,217146,356149,252072,902986,717848,46169,58197,43274,36541,14293,71340,819.0,0,79923,0,40006,1685602.0,0,50840,0,0,20344,33498,486161.0,531536.0,625218.0,861408.0,259845.0,83788.0,154928,258875,179249,111297
20220106T,Nifty 50,1069,1040,17768.5,17797.95,17655.55,17745.9,36185.39,20833056.0,89,12,107018,55951,235209,151189,364489,196637,897790,743153,55494,69330,49471,44034,17544,71516,819.0,0,80226,0,42564,1691694.0,0,68668,0,0,22135,36202,377155.0,428577.0,414986.0,473574.0,286715.0,96229.0,183121,320670,215006,133038
20220107T,Nifty 50,1180,935,17797.6,17905.0,17704.55,17812.7,38560.42,22178111.0,109,11,106802,49564,231356,181176,387453,232808,904122,748871,56852,74352,54575,47791,20189,71527,819.0,0,81618,0,43484,1690736.0,0,75905,0,0,21593,36617,521936.0,593948.0,584249.0,604820.0,300636.0,105985.0,205718,352634,232166,151123
20220110T,Nifty 50,1538,628,17913.3,18017.45,17879.15,18003.3,33849.26,23359189.0,127,14,107888,56493,292057,216169,426241,273077,906864,754041,62983,80284,59422,51897,19558,71527,819.0,0,77728,0,45003,1688418.0,0,79732,0,0,22286,43801,536411.0,576660.0,646257.0,741780.0,303354.0,117710.0,227781,378647,244422,178872
20220111T,Nifty 50,1036,1111,17997.75,18081.25,17964.4,18055.75,56063.17,25808989.0,122,11,98591,51097,293319,221553,410344,273852,898348,767432,65984,84956,60407,53217,18824,71538,819.0,0,77728,0,45973,1678435.0,0,82074,0,0,22017,37565,561476.0,642124.0,652439.0,758172.0,308689.0,114244.0,234102,402858,255449,186349
20220112T,Nifty 50,1148,975,18170.4,18227.95,18128.8,18212.35,46644.96,25352637.0,104,7,102568,56453,330370,251023,447241,304294,902258,764405,72731,91484,63629,56549,18720,71549,819.0,0,78127,0,47060,1676834.0,0,87850,0,0,25809,33636,626965.0,736601.0,706162.0,872473.0,307258.0,127656.0,263299,420976,263615,214818
20220113T,Nifty 50,1110,989,18257.0,18272.25,18163.8,18257.8,35687.25,23873540.0,84,10,120235,57998,274988,176335,408138,246899,905302,777396,75616,99730,67034,60030,18532,71607,819.0,0,77727,0,48284,1667640.0,246,89832,0,0,23968,30119,415050.0,447128.0,467393.0,493255.0,311782.0,142107.0,277922,457868,276390,237428
20220114T,Nifty 50,1239,848,18185.0,18286.95,18119.65,18255.75,35745.5,22565457.0,80,9,113719,58328,401280,275055,484547,294403,902015,784800,77379,103580,71210,64313,17726,72835,819.0,0,75727,0,48353,1672840.0,285,92432,0,0,20076,29297,566249.0,619097.0,641159.0,635975.0,316955.0,143002.0,279426,493740,287883,232320
20220117T,Nifty 50,1296,864,18235.65,18321.55,18228.75,18308.1,31673.23,24082069.0,133,8,107845,61396,401851,273195,491162,280985,898165,797322,77586,110316,76079,68731,17754,72863,819.0,0,73727,0,50548,1667421.0,285,97680,0,0,23422,30602,622692.0,757294.0,764824.0,783782.0,322789.0,149233.0,291281,524429,299400,246142
20220118T,Nifty 50,511,1626,18337.2,18350.95,18085.9,18113.05,36794.59,26377287.0,108,7,99782,55608,380133,302643,506789,306078,903336,815524,82768,117896,82752,72201,16682,68481,819.0,0,75797,0,50396,1653121.0,285,99203,0,0,34517,30316,594214.0,787387.0,594118.0,570525.0,322533.0,139160.0,284708,544954,313520,232104
20220119T,Nifty 50,898,1216,18129.2,18129.2,17884.9,17938.4,30212.52,24536112.0,67,12,92681,62612,476435,349293,602841,330234,918139,816701,83104,123710,84231,73593,18514,64199,819.0,0,75797,0,48755,1670648.0,285,100049,0,0,24974,29431,654615.0,1014199.0,544827.0,596078.0,321844.0,147349.0,272152,545632,313051,230435
20220120T,Nifty 50,1042,1066,17921.0,17943.7,17648.45,17757.0,27889.9,23038835.0,78,7,82487,75696,366897,278530,486111,224380,911996,843198,82377,126535,82477,69937,16465,63999,819.0,0,71998,0,48817,1684440.0,551,101103,0,0,21096,24702,426848.0,584768.0,379140.0,400149.0,336114.0,156891.0,273402,568805,329676,231190
20220121T,Nifty 50,461,1672,17613.7,17707.6,17485.85,17617.15,32661.87,25998957.0,56,16,80070,80451,413492,317954,541248,277876,931632,879875,81352,128379,78258,66633,16465,59764,819.0,0,72448,0,50220,1672685.0,551,100846,0,0,27242,25733,532597.0,694294.0,448057.0,461243.0,346820.0,154605.0,279119,598208,335474,221394
20220124T,Nifty 50,187,2008,17575.15,17599.4,16997.85,17149.1,36007.17,31246832.0,35,37,72506,90721,532330,405693,592697,293944,943273,904386,83243,127341,78487,59142,16715,57532,819.0,0,72056,0,50310,1674303.0,551,95934,0,0,39864,27172,723784.0,1036049.0,484086.0,495857.0,348756.0,140654.0,266038,605444,330755,202782
20220125T,Nifty 50,1363,769,17001.55,17309.15,16836.8,17277.95,32722.66,29040087.0,29,48,81391,102169,418744,303800,588422,319796,962887,915823,77438,117570,72054,60198,17025,54621,819.0,0,64399,0,51645,1684996.0,551,88486,0,0,36627,36501,607617.0,782506.0,553227.0,646280.0,347923.0,152361.0,288012,533920,336806,217336
20220127T,Nifty 50,859,1276,17062.0,17182.5,16866.75,17110.15,33369.82,29444458.0,34,28,42913,86419,239128,179011,359235,121986,914167,903984,29690,44186,28773,27655,17362,61433,819.0,0,29299,0,31217,1661459.0,266,18827,0,0,38892,19907,307943.0,382033.0,335087.0,311228.0,271263.0,73603.0,74244,221997,164879,60692
20220128T,Nifty 50,1296,815,17208.3,17373.5,17077.1,17101.95,31154.42,26120277.0,39,17,40493,104164,275367,252682,395462,158175,923409,897313,37398,56858,38729,37072,17362,58215,819.0,0,46476,0,32000,1681412.0,266,34127,0,0,44372,20597,525057.0,661872.0,492203.0,438947.0,283533.0,73208.0,112004,291818,203086,88170
20220201T,Nifty 50,1165,946,17529.45,17622.4,17244.55,17576.85,32657.85,24732554.0,46,12,46449,99799,352574,312233,448103,243887,974095,885132,50633,68986,42503,42212,18658,59198,819.0,0,54510,0,38824,1689924.0,266,77576,0,0,51379,20310,717797.0,964962.0,681915.0,736069.0,279495.0,87670.0,158798,341187,221354,119759
20220202T,Nifty 50,1558,569,17706.2,17794.6,17674.8,17780.0,29334.27,21863844.0,54,7,57454,92021,353725,293488,459550,272519,976159,883387,56513,72852,44062,44969,18236,60005,819.0,0,54510,0,37680,1683813.0,100,86721,0,0,39900,23371,638271.0,804517.0,703441.0,901314.0,279922.0,95826.0,183285,371923,236009,140269
20220203T,Nifty 50,982,1141,17767.75,17781.15,17511.15,17560.2,28804.89,21958228.0,51,12,56850,104341,254828,202828,386736,172433,968223,897014,60351,80919,48674,47984,17988,59505,819.0,0,54534,0,37956,1671939.0,0,88704,0,0,32857,28776,380661.0,467939.0,421321.0,406943.0,302329.0,96772.0,189380,426401,267092,148330
20220204T,Nifty 50,834,1265,17590.2,17617.8,17462.55,17516.3,25509.47,20828612.0,41,13,58713,85888,340759,283999,467096,245626,959367,892353,61527,89555,51713,54452,17988,56523,819.0,0,54558,0,39656,1670590.0,0,91504,0,0,29625,27257,600369.0,733245.0,542546.0,499397.0,308961.0,101425.0,200136,459947,283835,159132
20220207T,Nifty 50,723,1425,17456.3,17536.75,17119.4,17213.6,29416.58,22805425.0,54,19,57966,97510,386262,343432,511890,264110,971672,904843,61663,98309,58806,57046,17888,51313,819.0,0,54448,0,38402,1661349.0,0,93543,0,0,24879,30705,762392.0,1071230.0,588362.0,596695.0,321070.0,105673.0,201696,500085,298034,163812
20220208T,Nifty 50,580,1546,17279.85,17306.45,17043.65,17266.75,30674.36,23431288.0,39,31,59811,94319,411352,360806,539719,278827,985675,903224,62602,98048,60779,58663,17388,50693,819.0,0,54376,0,39693,1671841.0,0,95383,0,0,19830,28337,739576.0,1028367.0,566559.0,605643.0,323697.0,112405.0,206609,503921,301726,168641
20220209T,Nifty 50,1181,946,17370.1,17477.15,17339.0,17463.8,22982.96,20001530.0,35,22,62826,81358,410502,310464,554395,310717,989359,891222,64975,100964,64433,61589,17388,53576,819.0,0,54376,0,43872,1683610.0,800,96183,0,0,25245,29487,667490.0,821188.0,646878.0,776394.0,321059.0,119416.0,220572,494183,299431,185453
20220210T,Nifty 50,1056,1042,17554.1,17639.45,17427.15,17605.85,26637.0,22048435.0,39,25,75970,69346,279398,183352,418836,217371,994049,888656,66373,103449,64193,61419,17879,53559,401.0,0,54401,0,45031,1689674.0,735,96492,0,0,25390,30875,385363.0,435252.0,468396.0,516950.0,314433.0,127534.0,237846,496643,297858,196026
20220211T,Nifty 50,479,1628,17451.0,17454.75,17303.0,17374.75,24303.49,22974788.0,34,31,69583,74952,330770,259579,520660,269870,989361,897629,66275,109481,67817,62122,18255,50369,819.0,0,54466,0,44430,1671719.0,480,96492,0,0,29839,29421,486213.0,576378.0,559912.0,558862.0,323392.0,122335.0,229000,532501,310791,191490
20220214T,Nifty 50,264,1906,17076.15,17099.5,16809.65,16842.8,27410.35,27566813.0,23,58,72004,80301,383843,314722,540172,287768,1005910,899902,68820,119874,68044,61989,19206,50520,819.0,0,48056,0,44957,1666060.0,480,96539,0,0,28119,32337,705573.0,1007698.0,602644.0,616185.0,332818.0,118944.0,229723,569470,320306,181979
